,envios,ventas,nivel
1547,924,572,1
1548,352,220,2
1549,1385,594,2
1550,220,154,2
1551,792,374,2
1552,770,264,2
1553,484,176,3
1554,2727,1144,2
1555,396,198,1
1556,0,0,2
1557,594,286,2
1558,242,66,2
1559,770,242,1
1560,726,418,1
1561,2551,1056,2
1562,110,66,1
1563,462,286,2
1564,9016,3365,1
1565,594,220,2
1566,88,0,1
1567,1341,792,1
1568,2683,1078,2
1569,1583,484,3
1570,418,198,1
1571,220,66,1
1572,682,330,2
1573,484,176,2
1574,286,154,2
1575,1232,704,1
1576,396,176,3
1577,242,88,2
1578,1473,550,1
1579,1891,902,2
1580,308,176,2
1581,176,44,1
1582,1188,506,1
1583,1737,704,2
1584,220,132,2
1585,594,220,2
1586,792,220,1
1587,3629,1583,1
1588,572,198,1
1589,132,88,2
1590,1671,594,2
1591,968,220,1
1592,352,154,1
1593,3057,1122,2
1594,264,154,1
1595,5366,1539,3
1596,770,308,3
1597,1188,286,1
1598,1012,264,2
1599,462,264,2
1600,968,220,1
1601,1122,352,1
1602,726,396,1
1603,506,88,1
1604,1583,858,2
1605,946,396,1
1606,946,352,2
1607,220,132,1
1608,1605,748,2
1609,396,242,2
1610,484,264,2
1611,462,198,1
1612,660,440,1
1613,528,198,1
1614,1429,792,3
1615,550,198,2
1616,374,88,1
1617,726,286,2
1618,220,66,2
1619,3695,1451,1
1620,2705,1210,1
1621,792,352,1
1622,902,264,1
1623,440,66,2
1624,484,132,1
1625,132,44,2
1626,638,198,2
1627,2529,880,2
1628,1188,792,1
1629,220,110,2
1630,330,132,2
1631,1232,572,1
1632,484,220,1
1633,352,242,2
1634,330,66,1
1635,396,154,2
1636,352,176,2
1637,198,66,2
1638,176,44,3
1639,154,110,3
1640,748,396,1
1641,0,0,3
1642,1275,352,1
1643,726,396,3
1644,4200,1583,1
1645,1078,682,2
1646,440,88,2
1647,1891,880,1
1648,2111,1012,1
1649,1473,462,2
1650,330,198,1
1651,2463,924,1
1652,264,88,3
1653,154,44,2
1654,176,66,2
1655,330,132,1
1656,1144,352,1
1657,1649,660,2
1658,66,22,2
1659,1341,616,2
1660,132,88,2
1661,4904,2243,1
1662,3365,1144,3
1663,1144,352,1
1664,594,176,2
1665,1517,396,2
1666,1715,594,2
1667,1253,528,2
1668,1275,352,3
1669,748,242,1
1670,352,44,3
1671,1913,572,1
1672,0,0,2
1673,616,242,2
1674,748,220,1
1675,704,176,1
1676,726,220,1
1677,1144,418,2
1678,1078,396,2
1679,220,66,1
1680,264,88,2
1681,3848,1737,3
1682,352,154,1
1683,1495,308,1
1684,858,242,1
1685,220,44,3
1686,0,0,3
1687,572,220,3
1688,440,264,3
1689,242,66,1
1690,880,330,1
1691,22,0,3
1692,1100,572,2
1693,506,176,2
1694,638,242,1
1695,902,308,2
1696,726,286,2
1697,2331,1253,3
1698,594,198,3
1699,6136,2309,2
1700,132,88,1
1701,352,110,1
1702,286,110,2
1703,2771,1188,1
1704,5520,2529,2
1705,990,462,1
1706,858,418,2
1707,440,198,2
1708,3013,1363,2
1709,506,308,1
1710,1847,726,1
1711,748,44,2
1712,792,220,1
1713,308,132,1
1714,110,44,1
1715,440,176,1
1716,264,154,2
1717,748,198,2
1718,374,132,2
1719,2661,616,2
1720,396,154,2
1721,2441,1056,1
1722,550,242,2
1723,1056,440,2
1724,792,308,2
1725,176,88,1
1726,748,242,1
1727,638,330,2
1728,572,132,1
1729,88,44,3
1730,1078,374,3
1731,110,44,3
1732,1363,638,2
1733,2969,1056,1
1734,0,0,2
1735,572,220,2
1736,1210,396,1
1737,1517,616,2
1738,44,0,3
1739,748,506,2
1740,308,88,2
1741,1122,374,1
1742,880,286,3
1743,1957,836,2
1744,660,308,2
1745,880,308,1
1746,1232,506,2
1747,1517,638,2
1748,308,198,2
1749,88,44,2
1750,330,154,2
1751,418,176,2
1752,1319,572,2
1753,2111,858,1
1754,418,110,1
1755,264,154,2
1756,2793,1166,2
1757,198,88,3
1758,682,286,1
1759,506,352,2
1760,220,110,1
1761,440,154,1
1762,0,0,2
1763,880,418,1
1764,1363,704,2
1765,264,154,2
1766,396,220,2
1767,1275,594,2
1768,704,264,1
1769,418,132,2
1770,0,0,1
1771,4486,1561,1
1772,154,66,2
1773,1913,770,2
1774,330,198,2
1775,3189,1407,2
1776,1715,594,1
1777,440,44,2
1778,462,220,2
1779,132,110,3
1780,550,308,3
1781,1473,440,3
1782,4112,1759,1
1783,572,88,1
1784,902,594,2
1785,440,264,1
1786,2397,1166,1
1787,968,242,1
1788,462,154,2
1789,4068,1847,3
1790,1363,990,1
1791,176,22,1
1792,858,594,1
1793,1561,770,2
1794,0,0,2
1795,264,22,1
1796,220,88,1
1797,682,286,1
1798,1341,550,1
1799,1979,528,1
1800,330,176,1
1801,396,154,3
1802,506,352,2
1803,440,132,1
1804,1012,352,1
1805,748,242,1
1806,1605,858,2
1807,154,66,2
1808,2463,1188,2
1809,1319,374,2
1810,0,0,1
1811,1429,374,2
1812,748,308,1
1813,1100,220,1
1814,638,264,1
1815,682,330,2
1816,3079,1166,1
1817,748,330,2
1818,792,374,2
1819,902,352,1
1820,506,154,1
1821,0,0,3
1822,858,396,2
1823,1451,594,2
1824,594,264,2
1825,1210,462,2
1826,418,220,3
1827,1385,616,1
1828,990,484,2
1829,374,154,2
1830,1078,286,3
1831,440,220,1
1832,44,0,3
1833,2991,1275,2
1834,2463,814,1
1835,528,308,2
1836,1297,462,1
1837,418,88,2
1838,1253,374,1
1839,1363,352,1
1840,968,198,2
1841,132,66,1
1842,396,132,2
1843,528,220,2
1844,374,132,1
1845,242,88,3
1846,528,242,2
1847,2045,792,1
1848,1583,946,2
1849,3563,1034,1
1850,220,66,2
1851,352,132,1
1852,660,198,2
1853,506,176,1
1854,418,154,1
1855,286,176,1
1856,264,88,2
1857,110,88,2
1858,264,66,1
1859,1122,528,1
1860,154,44,3
1861,704,352,2
1862,2859,814,1
1863,0,0,2
1864,154,66,3
1865,660,264,2
1866,3145,1341,3
1867,0,0,2
1868,616,176,3
1869,2727,1693,2
1870,1825,594,1
1871,242,88,1
1872,1561,440,2
1873,660,418,2
1874,2749,902,3
1875,286,154,2
1876,1605,770,2
1877,0,0,2
1878,3738,1561,3
1879,176,88,2
1880,1319,330,3
1881,44,44,3
1882,2463,792,1
1883,2969,1078,1
1884,748,198,1
1885,484,198,1
1886,3189,1210,2
1887,154,22,1
1888,176,44,3
1889,572,198,1
1890,88,44,3
1891,8467,2749,3
1892,5938,2463,3
1893,1759,286,1
1894,638,110,2
1895,330,132,2
1896,66,22,3
1897,220,88,3
1898,220,132,1
1899,792,352,2
1900,2991,1407,2
1901,704,330,2
1902,3013,1561,2
1903,66,0,3
1904,286,88,1
1905,594,220,2
1906,572,352,1
1907,418,132,2
1908,1429,836,1
1909,6949,2903,1
1910,946,440,1
1911,1539,682,2
1912,0,0,2
1913,682,242,3
1914,264,66,1
1915,792,484,2
1916,792,176,1
1917,0,0,3
1918,814,528,1
1919,286,154,1
1920,528,176,1
1921,3079,770,3
1922,506,242,2
1923,1275,506,1
1924,3497,1495,2
1925,572,198,1
1926,66,66,1
1927,1737,1012,1
1928,506,132,2
1929,1275,418,1
1930,23201,8840,1
1931,924,308,1
1932,748,352,2
1933,506,242,2
1934,264,154,2
1935,1166,616,2
1936,836,374,1
1937,704,286,1
1938,44,22,3
1939,528,264,2
1940,5520,1979,3
1941,1319,616,2
1942,1034,374,3
1943,264,110,2
1944,616,286,2
1945,17065,7785,1
1946,352,110,2
1947,814,286,1
1948,2265,968,2
1949,242,132,1
1950,506,198,2
1951,1385,616,1
1952,506,110,1
1953,792,286,1
1954,770,374,2
1955,1385,682,1
1956,0,0,2
1957,1056,418,2
1958,374,176,1
1959,1517,682,2
1960,5080,1429,3
1961,330,220,2
1962,1363,440,1
1963,264,110,2
1964,2441,1034,1
1965,0,0,3
1966,2001,660,2
1967,2595,1100,2
1968,176,22,1
1969,220,88,2
1970,990,484,2
1971,176,66,2
1972,924,506,2
1973,1210,330,1
1974,418,66,1
1975,1605,704,2
1976,638,242,1
1977,4948,1297,2
1978,3079,1012,2
1979,880,286,2
1980,616,264,2
1981,1056,440,2
1982,418,110,2
1983,550,154,1
1984,638,198,1
1985,616,308,2
1986,638,462,2
1987,946,352,2
1988,3321,1363,1
1989,836,462,2
1990,286,132,1
1991,1319,682,2
1992,154,66,1
1993,1188,748,2
1994,616,242,1
1995,1232,396,2
1996,2595,770,2
1997,220,66,2
1998,374,154,1
1999,1056,418,2
2000,264,110,2
2001,990,352,1
2002,3013,1210,2
2003,308,22,2
2004,330,286,2
2005,1407,550,2
2006,1210,594,2
2007,2947,1297,2
2008,1166,286,2
2009,484,242,2
2010,1188,616,2
2011,1517,462,3
2012,484,220,2
2013,638,352,2
2014,1759,616,1
2015,1319,528,2
2016,836,396,1
2017,2067,1056,2
2018,2375,1012,2
2019,968,286,1
2020,1781,572,2
2021,1297,616,2
2022,1034,330,1
2023,1144,528,2
2024,132,132,2
2025,374,264,3
2026,1056,264,2
2027,352,66,1
2028,638,308,2
2029,0,0,2
2030,572,198,2
2031,286,88,1
2032,704,198,2
2033,836,462,2
2034,154,44,2
2035,968,418,2
2036,220,66,3
2037,2419,1012,1
2038,396,110,1
2039,3211,1363,3
2040,2353,1253,2
2041,814,308,2
2042,4332,2089,2
2043,1319,418,2
2044,1188,550,2
2045,396,110,1
2046,1341,462,1
2047,1297,374,2
2048,1056,352,2
2049,22,0,3
2050,550,286,2
2051,594,176,1
2052,396,220,2
2053,1847,946,2
2054,330,44,2
2055,638,308,2
2056,1605,462,2
2057,418,198,1
2058,616,242,1
2059,66,44,2
2060,792,352,1
2061,132,110,2
2062,3211,1583,2
2063,132,44,1
2064,1363,462,1
2065,3145,880,1
2066,946,440,2
2067,594,220,1
2068,132,88,2
2069,176,88,2
2070,3035,1100,2
2071,330,176,1
2072,506,88,2
2073,1056,682,2
2074,2661,946,3
2075,1891,836,2
2076,1671,418,1
2077,0,0,2
2078,814,198,1
2079,88,22,2
2080,1561,506,2
2081,1056,572,2
2082,4486,1297,3
2083,946,352,2
2084,44,22,1
2085,2947,1056,3
2086,374,110,2
2087,4178,1869,3
2088,1363,682,2
2089,1517,638,2
2090,1517,682,1
2091,704,154,1
2092,2441,814,2
2093,990,352,1
2094,330,154,3
2095,1473,616,1
2096,528,308,2
2097,1012,352,1
2098,1671,616,2
2099,198,66,2
2100,3651,1803,2
2101,1671,726,1
2102,1583,484,2
2103,3497,726,2
2104,2331,1429,2
2105,2969,1253,1
2106,220,88,3
2107,1210,418,1
2108,242,132,1
2109,638,154,1
2110,5696,2089,3
2111,1451,396,2
2112,286,88,2
2113,3826,1671,1
2114,6641,2485,3
2115,418,220,1
2116,594,220,1
2117,484,242,3
2118,154,66,3
2119,418,176,2
2120,3145,946,1
2121,374,154,3
2122,814,396,1
2123,440,220,2
2124,2067,594,2
2125,264,44,2
2126,0,0,2
2127,1297,110,1
2128,1627,858,2
2129,836,484,1
2130,264,66,3
2131,44,44,2
2132,242,132,2
2133,220,132,1
2134,330,88,1
2135,0,0,1
2136,22,22,2
2137,0,0,3
2138,550,154,1
2139,1363,440,1
2140,418,176,1
2141,3013,1451,1
2142,1451,704,2
2143,1122,528,2
2144,1122,550,2
2145,132,66,2
2146,902,352,2
2147,748,220,1
2148,924,176,2
2149,748,264,3
2150,440,154,2
2151,1341,374,3
2152,880,462,1
2153,1210,594,2
2154,2683,1122,1
2155,550,264,2
2156,44,0,1
2157,550,198,1
2158,1451,770,2
2159,242,66,2
2160,1649,594,1
2161,1188,374,3
2162,154,110,1
2163,286,242,1
2164,594,198,3
2165,132,22,3
2166,1627,704,2
2167,880,352,3
2168,1253,528,2
2169,242,110,3
2170,836,308,1
2171,616,286,1
2172,418,132,1
2173,704,132,2
2174,1275,660,2
2175,1122,594,2
2176,1649,836,2
2177,1517,616,2
2178,0,0,3
2179,396,132,1
2180,528,242,2
2181,616,132,1
2182,220,88,2
2183,440,242,2
2184,770,352,2
2185,836,308,2
2186,638,264,2
2187,506,154,2
2188,902,374,2
2189,616,220,1
2190,264,88,2
2191,1803,550,2
2192,0,0,2
2193,1781,946,2
2194,4156,2375,2
2195,154,66,2
2196,330,110,2
2197,1693,440,1
2198,0,0,3
2199,2881,968,3
2200,1056,462,1
2201,638,286,2
2202,2551,1297,1
2203,66,44,2
2204,1319,352,2
2205,44,0,3
2206,418,198,2
2207,638,220,1
2208,792,440,2
2209,594,132,1
2210,132,88,2
2211,770,440,3
2212,2881,968,3
2213,726,396,2
2214,1210,550,2
2215,880,330,3
2216,198,66,1
2217,682,220,2
2218,836,308,2
2219,1957,484,1
2220,154,44,2
2221,638,374,2
2222,770,176,1
2223,1385,572,3
2224,616,286,2
2225,1253,572,2
2226,0,0,2
2227,440,198,1
2228,946,528,2
2229,3123,2001,2
2230,2309,990,1
2231,4090,1253,3
2232,242,110,2
2233,3387,1034,3
2234,374,220,2
2235,814,88,3
2236,2903,1078,2
2237,1869,880,2
2238,484,220,1
2239,352,110,1
2240,0,0,1
2241,946,396,1
2242,176,110,1
2243,1012,506,1
2244,2529,858,2
2245,11259,6070,1
2246,1210,462,1
2247,1627,396,2
2248,682,242,2
2249,396,176,1
2250,264,44,3
2251,1166,506,2
2252,2243,946,3
2253,2419,726,2
2254,572,220,2
2255,264,176,3
2256,396,88,3
2257,1737,594,2
2258,682,396,2
2259,1385,374,2
2260,902,440,2
2261,308,154,2
2262,572,220,2
2263,7125,3167,3
2264,1034,572,2
2265,1188,726,1
2266,418,176,1
2267,2441,1781,2
2268,1056,242,1
2269,2001,660,2
2270,330,198,2
2271,748,330,3
2272,2573,902,2
2273,3079,1166,2
2274,1495,594,1
2275,660,264,1
2276,1100,616,2
2277,2221,1034,2
2278,330,66,1
2279,1517,616,1
2280,396,110,2
2281,1671,792,2
2282,352,154,2
2283,1605,946,2
2284,3057,1232,1
2285,3980,1319,1
2286,286,176,3
2287,528,220,1
2288,484,198,2
2289,352,220,2
2290,2133,880,3
2291,1517,682,2
2292,0,0,2
2293,1319,572,1
2294,1495,594,2
2295,352,132,3
2296,374,154,2
2297,88,22,3
2298,2155,792,2
2299,924,264,2
2300,352,154,2
2301,528,176,1
2302,2045,836,3
2303,726,264,2
2304,660,308,2
2305,858,418,2
2306,968,286,3
2307,132,22,2
2308,374,66,2
2309,3365,1517,3
2310,0,0,2
2311,3826,1759,3
2312,770,352,2
2313,0,0,2
2314,1627,462,3
2315,154,66,3
2316,572,198,2
2317,330,176,2
2318,572,374,1
2319,198,66,1
2320,220,132,1
2321,704,352,2
2322,264,88,1
2323,2221,748,2
2324,4024,2133,2
2325,418,242,1
2326,418,198,1
2327,440,198,1
2328,0,0,1
2329,2991,1297,1
2330,176,88,3
2331,44,0,2
2332,1649,792,1
2333,2067,1253,2
2334,154,88,2
2335,0,0,2
2336,858,220,2
2337,726,220,1
2338,836,220,1
2339,1056,440,1
2340,550,154,2
2341,1627,836,2
2342,902,506,3
2343,990,528,2
2344,836,440,2
2345,550,220,2
2346,726,308,2
2347,264,176,2
2348,374,66,1
2349,792,132,1
2350,3145,1671,2
2351,726,352,2
2352,968,220,3
2353,550,220,2
2354,638,176,1
2355,220,66,1
2356,220,110,2
2357,3673,1078,2
2358,22,0,3
2359,352,198,2
2360,3035,1144,2
2361,154,44,1
2362,1495,880,1
2363,616,220,1
2364,1034,594,1
2365,0,0,2
2366,572,330,2
2367,0,0,1
2368,748,286,1
2369,572,308,1
2370,4882,2133,1
2371,726,198,1
2372,220,66,2
2373,440,220,2
2374,396,154,1
2375,1078,396,1
2376,1166,374,1
2377,1429,242,1
2378,528,132,1
2379,726,330,2
2380,572,330,1
2381,6619,1913,3
2382,110,110,2
2383,396,176,3
2384,594,220,1
2385,770,242,2
2386,1561,374,2
2387,2375,352,3
2388,484,154,1
2389,286,66,1
2390,462,198,1
2391,770,264,1
2392,1627,748,2
2393,902,396,2
2394,594,198,1
2395,1034,484,2
2396,1078,374,1
2397,682,418,1
2398,1517,616,2
2399,0,0,1
2400,484,176,2
2401,550,330,2
2402,836,264,2
2403,462,220,1
2404,462,198,1
2405,440,220,2
2406,330,154,1
2407,1781,484,3
2408,1253,572,3
2409,528,352,3
2410,440,176,1
2411,2639,1210,1
2412,418,264,2
2413,858,198,2
2414,2353,1253,3
2415,2265,858,1
2416,990,330,2
2417,1847,814,1
2418,924,330,2
2419,2617,946,1
2420,1034,396,1
2421,0,0,2
2422,660,264,3
2423,286,88,2
2424,1341,770,2
2425,242,176,1
2426,858,506,2
2427,13547,7939,1
2428,770,308,2
2429,616,440,2
2430,660,374,2
2431,990,550,1
2432,770,198,1
2433,242,88,2
2434,352,176,2
2435,2573,1144,2
2436,1407,308,1
2437,154,44,2
2438,1825,682,2
2439,726,330,1
2440,374,154,3
2441,946,330,2
2442,1891,968,1
2443,418,154,2
2444,4904,2023,1
2445,1715,550,2
2446,748,308,2
2447,88,88,2
2448,440,220,1
2449,286,110,2
2450,2221,1012,1
2451,550,264,2
2452,88,66,2
2453,902,396,1
2454,286,198,2
2455,1561,550,1
2456,946,528,1
2457,198,110,2
2458,66,44,3
2459,726,242,2
2460,1517,572,2
2461,1253,726,1
2462,770,176,1
2463,946,418,2
2464,660,330,1
2465,1385,660,2
2466,374,198,1
2467,440,242,2
2468,0,0,2
2469,924,374,1
2470,308,132,1
2471,286,154,2
2472,264,88,1
2473,1319,484,1
2474,506,198,2
2475,748,374,1
2476,836,264,2
2477,1649,880,1
2478,1451,682,2
2479,242,88,2
2480,396,110,1
2481,3431,1341,1
2482,88,44,2
2483,1122,682,2
2484,1166,572,2
2485,0,0,3
2486,22,0,1
2487,484,198,3
2488,1693,792,2
2489,1715,880,2
2490,2265,924,1
2491,132,110,2
2492,396,220,1
2493,946,396,3
2494,154,66,2
2495,66,66,2
2496,484,220,1
2497,2067,748,3
2498,0,0,3
2499,572,264,1
2500,220,66,1
2501,352,154,3
2502,1078,374,1
2503,2133,1122,3
2504,550,220,2
2505,792,286,1
2506,550,308,1
2507,990,396,2
2508,792,352,3
2509,6026,2353,3
2510,1429,484,3
2511,44,22,1
2512,4552,1781,3
2513,330,110,1
2514,990,308,1
2515,154,66,3
2516,484,308,2
2517,286,154,2
2518,572,220,1
2519,792,374,2
2520,264,88,3
2521,1429,814,1
2522,660,198,1
2523,1847,616,1
2524,352,154,1
2525,594,198,2
2526,352,88,3
2527,374,198,2
2528,836,352,1
2529,1781,858,2
2530,594,242,2
2531,2177,902,2
2532,1100,418,2
2533,0,0,2
2534,352,198,1
2535,506,176,3
2536,44,22,2
2537,748,286,2
2538,2243,616,2
2539,572,176,1
2540,3365,2089,3
2541,176,44,1
2542,924,330,1
2543,0,0,2
2544,1539,594,1
2545,748,330,1
2546,902,396,1
2547,660,286,2
2548,374,198,1
2549,1275,506,1
2550,352,176,1
2551,110,66,2
2552,132,110,2
2553,1957,814,2
2554,858,374,1
2555,176,110,2
2556,858,286,2
2557,308,132,1
2558,286,176,2
2559,198,88,2
2560,286,154,2
2561,616,66,1
2562,132,66,3
2563,770,220,1
2564,1979,1144,2
2565,132,88,2
2566,1012,330,1
2567,2551,1078,3
2568,0,0,1
2569,1078,660,1
2570,242,88,2
2571,220,88,2
2572,1034,462,2
2573,3673,1671,1
2574,1605,814,2
2575,704,308,3
2576,1869,726,2
2577,0,0,1
2578,594,286,2
2579,154,110,1
2580,924,352,2
2581,5432,2595,3
2582,792,286,1
2583,858,374,2
2584,1078,440,2
2585,308,198,2
2586,330,88,3
2587,286,88,2
2588,638,264,3
2589,1056,242,1
2590,1056,418,2
2591,198,88,1
2592,2067,1539,1
2593,638,440,2
2594,198,44,1
2595,1385,660,1
2596,1495,572,2
2597,0,0,3
2598,1539,418,1
2599,462,264,2
2600,528,154,1
2601,264,176,1
2602,1869,836,1
2603,1363,616,2
2604,1803,770,2
2605,2067,660,2
2606,352,66,1
2607,704,330,3
2608,1935,1034,1
2609,880,286,2
2610,1341,286,2
2611,1539,440,1
2612,2001,880,2
2613,132,0,3
2614,2485,902,3
2615,858,220,1
2616,726,220,1
2617,616,308,1
2618,374,110,1
2619,528,176,2
2620,1253,308,1
2621,0,0,1
2622,1210,792,1
2623,814,242,1
2624,638,286,2
2625,396,66,3
2626,924,440,2
2627,220,44,2
2628,638,242,3
2629,1210,484,2
2630,3585,1495,3
2631,484,264,3
2632,638,330,1
2633,396,220,2
2634,1539,418,2
2635,154,110,2
2636,462,220,2
2637,1517,462,3
2638,132,66,2
2639,1715,814,2
2640,3013,1253,1
2641,22,0,2
2642,1913,1056,2
2643,264,154,1
2644,0,0,2
2645,1495,528,2
2646,902,484,1
2647,748,176,1
2648,2639,924,1
2649,88,44,2
2650,22,22,3
2651,836,220,1
2652,528,176,1
2653,506,264,2
2654,484,132,3
2655,3585,1429,3
2656,440,132,1
2657,1649,902,2
2658,858,242,2
2659,110,66,2
2660,330,220,1
2661,550,286,1
2662,440,220,2
2663,110,44,2
2664,418,176,2
2665,814,286,1
2666,2925,990,1
2667,462,286,2
2668,440,198,2
2669,946,440,2
2670,418,176,2
2671,2331,1341,3
2672,902,440,2
2673,352,220,2
2674,3607,1385,2
2675,1429,770,2
2676,2397,946,3
2677,4376,2243,2
2678,0,0,3
2679,836,462,2
2680,946,396,3
2681,1693,880,1
2682,1407,682,1
2683,88,44,2
2684,462,176,1
2685,616,198,1
2686,858,330,1
2687,2375,1297,1
2688,814,374,3
2689,330,110,2
2690,352,132,2
2691,484,242,2
2692,396,44,1
2693,1583,880,3
2694,1012,484,2
2695,1210,616,1
2696,616,154,2
2697,638,198,1
2698,220,110,2
2699,3365,1232,1
2700,154,110,1
2701,770,352,2
2702,374,198,2
2703,726,132,1
2704,110,0,3
2705,836,264,1
2706,682,308,2
2707,638,286,1
2708,484,220,3
2709,1297,616,2
2710,594,330,2
2711,2991,1715,2
2712,0,0,2
2713,1056,572,2
2714,528,242,2
2715,132,110,3
2716,3189,1188,2
2717,3914,2155,3
2718,220,88,2
2719,638,220,2
2720,616,154,1
2721,374,176,1
2722,1078,308,1
2723,154,110,2
2724,2111,1100,2
2725,770,330,2
2726,1913,968,3
2727,440,176,1
2728,1495,572,2
2729,374,132,2
2730,770,264,2
2731,506,242,1
2732,968,418,1
2733,1385,572,3
2734,132,88,2
2735,220,176,2
2736,1012,462,1
2737,484,132,3
2738,968,594,1
2739,198,88,2
2740,1341,506,3
2741,1319,550,2
2742,330,176,3
2743,1078,484,3
2744,1407,308,1
2745,528,220,2
2746,3629,2001,1
2747,418,264,1
2748,1144,352,2
2749,396,198,2
2750,1561,704,3
2751,440,198,2
2752,0,0,2
2753,132,44,3
2754,22,0,3
2755,1297,594,1
2756,198,44,3
2757,264,154,2
2758,726,176,1
2759,748,176,1
2760,506,198,1
2761,0,0,2
2762,1539,836,2
2763,1781,264,1
2764,572,154,1
2765,2331,638,1
2766,880,572,1
2767,858,506,2
2768,726,242,2
2769,792,264,3
2770,1232,374,2
2771,2089,880,2
2772,2595,748,3
2773,198,88,3
2774,1957,638,3
2775,2595,1144,2
2776,176,66,2
2777,1385,506,2
2778,814,242,3
2779,198,22,1
2780,924,286,2
2781,132,44,3
2782,440,198,1
2783,990,528,2
2784,1319,594,1
2785,528,242,2
2786,198,44,1
2787,264,176,2
2788,704,374,2
2789,440,198,1
2790,858,396,2
2791,308,110,2
2792,880,352,2
2793,616,198,1
2794,880,440,2
2795,374,110,1
2796,440,110,2
2797,220,44,2
2798,4332,1473,3
2799,814,264,1
2800,0,0,1
2801,946,308,1
2802,880,374,2
2803,352,0,1
2804,1517,880,2
2805,1803,506,1
2806,330,176,2
2807,1759,220,3
2808,1297,550,2
2809,242,176,1
2810,1341,550,1
2811,0,0,3
2812,242,88,2
2813,2067,858,1
2814,286,198,2
2815,4794,1253,1
2816,22,0,3
2817,946,286,2
2818,374,242,2
2819,46049,18670,1
2820,308,66,1
2821,66,22,2
2822,60937,27709,1
2823,550,352,1
2824,286,132,2
2825,924,462,2
2826,2353,1188,2
2827,1144,330,1
2828,132,88,1
2829,1034,286,1
2830,2177,792,2
2831,0,0,3
2832,946,374,1
2833,1957,946,2
2834,330,154,2
2835,660,242,3
2836,308,132,1
2837,594,418,1
2838,968,440,2
2839,440,154,3
2840,1034,418,1
2841,418,220,2
2842,1056,418,2
2843,110,88,2
2844,374,242,1
2845,396,220,2
2846,3826,1429,1
2847,594,110,2
2848,220,66,2
2849,1188,440,3
2850,1034,396,1
2851,2001,792,3
2852,2265,1056,2
2853,242,154,3
2854,220,88,3
2855,66,22,3
2856,594,330,2
2857,1319,374,1
2858,4354,1979,2
2859,154,22,2
